Unnamed: 0,匯入時間,統計時間,機構代碼,機構名稱,權屬別,型態別,縣市鄉鎮,電話,地址,診療科別,醫師,中醫師,牙醫師,藥師,藥劑生,護理師,護士,助產士,助產師,醫事檢驗師,醫事檢驗生,鑲牙生,中藥員,齒模員,接骨員,物理治療師,職能治療師,醫事放射師,醫事放射士,物理治療生,職能治療生,呼吸治療師,諮商心理師,臨床心理師,營養師,語言治療師,牙體技術師,聽力師,牙體技術士,驗光師,驗光生,lat,lng
7263,20210801,202105,3541010685,陳俊升精神科診所,私立西醫診所,西醫診所,臺南市新營區,06-6335025,台南市新營區大宏里三民路76-8.9號,"精神科,",3,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3073847,120.3166067
7264,20210801,202105,3541012321,惠生婦產科診所,私立西醫診所,西醫診所,臺南市新營區,06-6331230,台南市新營區大宏里三民路72-1號,"婦產科,",3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.307466,120.317153
7265,20210801,202105,3841011302,正堂中醫診所,私立中醫診所,中醫診所,臺南市新營區,06-6565199,台南市新營區民生里公園路1段176號,"中醫一般科,",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.304654100000004,120.3066646
7266,20210801,202105,3541010863,周明顯診所,私立西醫診所,西醫診所,臺南市新營區,06-6532369,台南市新營區太北里太子宮146之27號,"家庭醫學科,",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2951411,120.2732145
7267,20210801,202105,3741010027,柯樹德牙醫診所,私立牙醫診所,牙醫一般診所,臺南市新營區,06 6357570,台南市新營區中營里大同路14-4號,"牙醫一般科,",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.308151100000003,120.3227257
7268,20210801,202105,3541010694,陳耀軫診所,私立西醫診所,西醫診所,臺南市新營區,06-6356988,台南市新營區忠政里中正路57號,"家庭醫學科,兒科,",2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3167746,120.3162936
7269,20210801,202105,3741010116,金安牙醫診所,私立牙醫診所,牙醫一般診所,臺南市新營區,06 6325750,台南市新營區民權里仁愛街27號,"牙醫一般科,",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.304834,120.31374
7270,20210801,202105,3541010667,鄭立華小兒科診所,私立西醫診所,西醫診所,臺南市新營區,06-6353391,台南市新營區忠政里中正路205號,"兒科,",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.31842,120.315801
7271,20210801,202105,3505010107,泰祐診所,私立西醫診所,西醫診所,臺南市新營區,06-6350635,台南市新營區忠政里武昌街8號,"內科,",3,0,0,1,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3062492,120.3155092
7272,20210801,202105,3841010029,張鐘元中醫診所,私立中醫診所,中醫診所,臺南市新營區,06-6323832,台南市新營區民權里文化街13號,"中醫一般科,",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3031812,120.3138461
7273,20210801,202105,3541012063,慈恩診所,私立西醫診所,西醫診所,臺南市新營區,06-6373229,台南市新營區王公里民族路75號,"兒科,",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.312298,120.318386
7274,20210801,202105,3741010198,日新牙醫診所,私立牙醫診所,牙醫一般診所,臺南市新營區,6371238,台南市新營區忠政里中正路39-7號,"牙醫一般科,",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.314113,120.316492
7275,20210801,202105,3841011384,瀚儀中醫診所,私立中醫診所,中醫診所,臺南市新營區,06-6354767,台南市新營區永生里中山路205號,"中醫一般科,",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3030375,120.3147301
7276,20210801,202105,3541010425,向安診所,私立西醫診所,西醫診所,臺南市新營區,06-6357911,台南市新營區中營里新進路18號,"婦產科,",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3061732,120.3219692
7277,20210801,202105,3505010116,幸福泌尿科外科診所,私立西醫診所,西醫診所,臺南市新營區,06-6378998,台南市新營區大宏里三民路76-11號,"外科,泌尿科,",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3073847,120.3166067
7278,20210801,202105,3741010063,今日牙醫診所,私立牙醫診所,牙醫一般診所,臺南市新營區,06 6322749,台南市新營區民生里三民路139-4號,"牙醫一般科,",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3046217,120.308316
7279,20210801,202105,3805010069,極上中醫診所,私立中醫診所,中醫診所,臺南市新營區,06-6326256,台南市新營區民生里民生路35號,"中醫一般科,",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3057317,120.3090534
7280,20210801,202105,3541010916,楊俊士診所,私立西醫診所,西醫診所,臺南市新營區,06-6353953,台南市新營區民榮里復興路129之4號,"家庭醫學科,",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3033293,120.3095281
7281,20210801,202105,3505010072,翁銘正復健科診所,私立西醫診所,西醫診所,臺南市新營區,06-6328785,台南市新營區王公里中正路136號,"復健科,",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23.3175499,120.3164874
7282,20210801,202105,3541010952,張如輝眼科診所,私立西醫診所,西醫診所,臺南市新營區,06-6338196,台南市新營區中營里大同路8-2號,"眼科,",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3077759,120.3227655
7283,20210801,202105,3505010081,佑馨診所,私立西醫診所,西醫診所,臺南市新營區,06-6328539,台南市新營區中營里中山路56-3號,"內科,",2,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.306078,120.320357
7284,20210801,202105,3505010036,陳俊達家醫科診所,私立西醫診所,西醫診所,臺南市新營區,06-6321211,台南市新營區王公里民治路8-68號,"家庭醫學科,",1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.311181,120.3201957
7285,20210801,202105,3541012161,盧彥弘復健科診所,私立西醫診所,西醫診所,臺南市新營區,06-6590666,台南市新營區三仙里健康路67號,"復健科,",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,23.312828,120.312093
7286,20210801,202105,3541010658,許力元眼科診所,私立西醫診所,西醫診所,臺南市新營區,06-6352955,台南市新營區王公里中正路86之1號,"眼科,",2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.31458,120.316707
7287,20210801,202105,3705010030,劉聖心牙醫診所,私立牙醫診所,牙醫診所,臺南市新營區,06-6322345,台南市新營區民權里中山路240號,"牙醫一般科,",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3032377,120.314738
7288,20210801,202105,3541010363,?用診所,私立西醫診所,西醫診所,臺南市新營區,06-6334228,台南市新營區興安里延平路101之2號,"西醫一般科,",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2997821,120.3135053
7289,20210801,202105,3541010390,吳婦產科診所,私立西醫診所,西醫診所,臺南市新營區,06-6324771,台南市新營區延平里長春街27號,"婦產科,",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.302038,120.31308500000002
7290,20210801,202105,3541010701,陳明源眼科診所,私立西醫診所,西醫診所,臺南市新營區,06-6327575,台南市新營區民權里民權路56之1號,"眼科,",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3052422,120.3129206
7291,20210801,202105,3741010241,慶和牙醫診所,私立牙醫診所,牙醫一般診所,臺南市新營區,06 6353126,台南市新營區大宏里三民路47之1號,"牙醫一般科,",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.30779,120.319497
7292,20210801,202105,3541010756,沈士穎小兒科診所,私立西醫診所,西醫診所,臺南市新營區,06-6350477,台南市新營區南興里延平路122之6號,"兒科,",1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2990609,120.313072
7293,20210801,202105,3841010083,陳永順中醫診所,私立中醫診所,中醫診所,臺南市新營區,06-6327258,台南市新營區永生里康樂街28號,"中醫一般科,",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3019759,120.3149057
7294,20210801,202105,3841011348,德明中醫診所,私立中醫診所,中醫診所,臺南市新營區,6378686,台南市新營區民生里民生路45號,"中醫一般科,",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3065454,120.308747
7295,20210801,202105,3741011409,理想牙醫診所,私立牙醫診所,牙醫一般診所,臺南市新營區,06-6331722,台南市新營區民權里仁愛街97號,"牙醫一般科,",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3067339,120.313286
7296,20210801,202105,3541012312,保安診所,私立西醫診所,西醫診所,臺南市新營區,06-6325757,台南市新營區民權里民權路78-2號,"西醫一般科,",2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3063774,120.3127517
7297,20210801,202105,3741010072,郭牙醫診所,私立牙醫診所,牙醫一般診所,臺南市新營區,06 6326340,台南市新營區民權里博愛街40號,"牙醫一般科,",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.304321,120.314147
7298,20210801,202105,3841011311,德林中醫診所,私立中醫診所,中醫診所,臺南市新營區,06-6593899,台南市新營區新南里民治路348號,"中醫一般科,",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3059644,120.30321
7299,20210801,202105,3741010134,聖和牙醫診所,私立牙醫診所,牙醫一般診所,臺南市新營區,06 6323332,台南市新營區延平里復興路61號,"牙醫一般科,",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.30314,120.311813
7300,20210801,202105,3741010143,順泰牙醫診所,私立牙醫診所,牙醫一般診所,臺南市新營區,06 6333979,台南市新營區好平里復興路125－3號,"牙醫一般科,",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.303318,120.3100469
7301,20210801,202105,3541012301,晶明診所,私立西醫診所,西醫診所,臺南市新營區,06-6320588,台南市新營區王公里民治路8號,"眼科,",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.311176,120.320282
7302,20210801,202105,0141010013,衛生福利部新營醫院,部立及直轄市立醫院,綜合醫院,臺南市新營區,06-6351131,台南市新營區信義街73號,"家庭醫學科,內科,外科,骨科,神經科,泌尿科,耳鼻喉科,眼科,精神科,復健科,麻醉科,放射診斷科,急診醫學科,牙醫一般科,中醫一般科,",30,5,1,9,0,114,10,0,0,9,0,0,0,0,0,4,4,6,0,1,0,2,0,2,2,1,0,0,0,0,0,23.3089232,120.3133117
7303,20210801,202105,3805010014,光合中醫診所,私立中醫診所,中醫診所,臺南市新營區,06-6322561,台南市新營區王公里中正路110之8號,"中醫一般科,",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3158888,120.31661640000002
7304,20210801,202105,3541010676,蔡兆冀耳鼻喉科診所,私立西醫診所,西醫診所,臺南市新營區,06-6354230,台南市新營區民權里中山路178號,"耳鼻喉科,",1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3040319,120.315828
7305,20210801,202105,3541010318,顏內小兒科診所,私立西醫診所,西醫診所,臺南市新營區,06-6320209,台南市新營區民權里民權路82號,"內科,兒科,",2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3065981,120.3126997
7306,20210801,202105,3541010327,黃婦產科診所,私立西醫診所,西醫診所,臺南市新營區,06-6328657,台南市新營區中營里中山路80號,"家庭醫學科,婦產科,",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.305803,120.319533
7307,20210801,202105,3541010354,佑生婦產科診所,私立西醫診所,西醫診所,臺南市新營區,06-6325083.6322789,台南市新營區大宏里大同路6號,"婦產科,",2,0,0,1,2,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23.3083795,120.322734
7308,20210801,202105,3541010470,許世興泌尿科診所,私立西醫診所,西醫診所,臺南市新營區,06 6323658,台南市新營區民榮里復興路155-1號,"泌尿科,",1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.30296,120.30762
7309,20210801,202105,3541010523,大川耳鼻喉科診所,私立西醫診所,西醫診所,臺南市新營區,06-6337700,台南市新營區興安里延平路99號,"耳鼻喉科,",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.299944,120.313548
7310,20210801,202105,3541010541,許小兒科診所,私立西醫診所,西醫診所,臺南市新營區,06-6322277,台南市新營區民榮里復興路139號,"兒科,",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.303138,120.308744
7311,20210801,202105,3541010550,邱俊陽診所,私立西醫診所,西醫診所,臺南市新營區,06-6322691,台南市新營區大宏里大同路45號,"兒科,",1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3106341,120.3223425
7312,20210801,202105,3541010818,源德診所,私立西醫診所,西醫專科診所,臺南市新營區,06-6331338,台南市新營區好平里新進路二段68號,"骨科,",1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,23.3007319,120.3115525
7313,20210801,202105,3541010827,廖嘉辰皮膚科診所,私立西醫診所,西醫診所,臺南市新營區,06-6336128,台南市新營區三仙里三民路138之1號,"皮膚科,",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3067834,120.3115642
7314,20210801,202105,3541010943,麗安皮膚科診所,私立西醫診所,西醫診所,臺南市新營區,06 6377899,台南市新營區大宏里三民路76-11號,"皮膚科,",1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3073847,120.3166067
7315,20210801,202105,3541010989,健民診所,私立西醫診所,西醫診所,臺南市新營區,06 6335979,台南市新營區民權里民治路五五號,"西醫一般科,",1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3104954,120.3122586
7316,20210801,202105,3541012009,祥和內科診所,私立西醫診所,西醫診所,臺南市新營區,06-6591711,台南市新營區三仙里健康路69號,"內科,",2,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.312939,120.312112
7317,20210801,202105,3541012189,康庭小兒科診所,私立西醫診所,西醫診所,臺南市新營區,06-6331166,台南市新營區民權里三民路106及106之12號,"兒科,",1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3071827,120.31421709999998
7318,20210801,202105,3541012214,林晏弘診所,私立西醫診所,西醫診所,臺南市新營區,06-6336500,台南市新營區中營里中山路70號,"西醫一般科,",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23.305879,120.31974
7319,20210801,202105,3541012269,悅恩小兒科診所,私立西醫診所,西醫診所,臺南市新營區,06-6331666,台南市新營區民權里三民路106及106-12號,"家庭醫學科,兒科,",2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3071827,120.31421709999998
7320,20210801,202105,1541011162,信一骨科醫院,私立西醫醫院,醫院,臺南市新營區,06-6350035,台南市新營區民生路43之26號,"骨科,",2,0,0,2,0,11,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,23.3064915,120.3087691
7321,20210801,202105,2341010019,臺南市新營區衛生所,衛生所,衛生所,臺南市新營區,06-6355696,台南市新營區大宏里三民路72號,"西醫一般科,",1,0,0,0,0,11,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23.307466,120.317153
7322,20210801,202105,3505010090,康恩診所,私立西醫診所,西醫診所,臺南市新營區,06-6330173,台南市新營區大宏里民治路29巷26之13號,"西醫一般科,",1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3096629,120.3166538
7323,20210801,202105,3705010076,品川牙醫診所,私立牙醫診所,牙醫診所,臺南市新營區,06-6565652,台南市新營區新北里金華路1段390號,"牙醫一般科,",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3133646,120.30582340000002
7324,20210801,202105,3805010023,佳德中醫診所,私立中醫診所,中醫診所,臺南市新營區,06-6378558,台南市新營區大宏里三民路56-1號,"中醫一般科,",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.307518,120.318219
7325,20210801,202105,3841010252,芳國中醫診所,私立中醫診所,中醫診所,臺南市新營區,06-6375567,台南市新營區忠政里中正路27之7號,"中醫一般科,",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.315935,120.315302
7326,20210801,202105,3505010027,名家皮膚科診所,私立西醫診所,西醫診所,臺南市新營區,06-6377899,台南市新營區大宏里三民路76-11號,"皮膚科,",3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3073847,120.3166067
7327,20210801,202105,3741011417,宏彥牙醫診所,私立牙醫診所,牙醫診所,臺南市新營區,06-6330696,台南市新營區興業里中山路107之3號,"牙醫一般科,",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.305381,120.319511
7328,20210801,202105,3741010205,傑仁牙醫診所,私立牙醫診所,牙醫診所,臺南市新營區,06-6333278,台南市新營區南興里延平路122之2號,"牙醫一般科,",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2990609,120.313072
7329,20210801,202105,3741010278,蔡尚文牙醫診所,私立牙醫診所,牙醫一般診所,臺南市新營區,06 6327668,台南市新營區忠政里安和街十三號,"牙醫一般科,",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3142769,120.3160569
7330,20210801,202105,3841010190,大大中醫診所,私立中醫診所,中醫診所,臺南市新營區,06-6355066,台南市新營區中營里新進路47號,"中醫一般科,",0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.305287,120.3215762
7331,20210801,202105,3741011300,太子牙醫診所,私立牙醫診所,牙醫一般診所,臺南市新營區,6535269,台南市新營區太北里一四六之十二號,"牙醫一般科,",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.29347000000001,120.2748869
7332,20210801,202105,3741011319,卓越牙醫診所,私立牙醫診所,牙醫一般診所,臺南市新營區,6592388,台南市新營區新北里民治路148-3號,"牙醫一般科,",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3096669,120.3081238
7333,20210801,202105,3741011337,宏為牙醫診所,私立牙醫診所,牙醫一般診所,臺南市新營區,06-6375555,台南市新營區三仙里三民路140之4號,"牙醫一般科,",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3067103,120.31132240000002
7334,20210801,202105,3741011355,正偉牙醫診所,私立牙醫診所,牙醫一般診所,臺南市新營區,06-6323530,台南市新營區大宏里文昌街42之1號,"牙醫一般科,",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3058497,120.3185823
7335,20210801,202105,3741011373,登?牙醫診所,私立牙醫診所,牙醫診所,臺南市新營區,06-6353389,台南市新營區民生里民生路43-1號,"牙醫一般科,",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3064915,120.3087691
7336,20210801,202105,3741011391,富騰牙醫診所,私立牙醫診所,牙醫診所,臺南市新營區,06-6326191,台南市新營區民權里民權路78-1號,"牙醫一般科,",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3064488,120.3127155
7337,20210801,202105,3541010078,鄭永穆診所,私立西醫診所,西醫診所,臺南市新營區,06-6320070,台南市新營區大宏里三民路76-7號,"兒科,",1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.30736,120.316711
7338,20210801,202105,3541010121,江金旺眼科診所,私立西醫診所,西醫專科診所,臺南市新營區,06 6354866,台南市新營區中營里　中山路76號,"眼科,",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3058359,120.319622
7339,20210801,202105,3541010158,黃鴻志耳鼻喉科診所,私立西醫診所,西醫診所,臺南市新營區,06-6356466,台南市新營區民權里三民路91號,"耳鼻喉科,",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3069397,120.3132091
7340,20210801,202105,3541010247,杏仁診所,私立西醫診所,西醫診所,臺南市新營區,"06-6332100,6332659",台南市新營區民權里民有街27號,"家庭醫學科,",3,0,0,0,0,4,2,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3036978,120.3146484
